,year,selling_price,km_driven,StateorProvince,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region,brand
225,2014,350000,35000,New York,New York City,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,Y,East,MARUTI
226,2014,380000,35000,New York,New York City,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,Y,East,MARUTI
227,2017,400000,140000,New York,New York City,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,7,Y,East,TATA
228,2012,275000,70000,New York,New York City,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,Y,East,MARUTI
229,2019,550000,15000,New York,New York City,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,Y,East,HYUNDAI
230,2016,425000,15000,New York,New York City,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,Y,East,HYUNDAI
231,2017,620000,107000,New York,New York City,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,Y,East,MARUTI
232,2016,400000,140000,New York,New York City,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,7,Y,East,MAHINDRA
233,2016,750000,120000,New York,New York City,Diesel,Individual,Manual,First Owner,11,2179,120,5,Y,East,MAHINDRA
234,2016,261000,90000,New York,New York City,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,Y,East,RENAULT
235,2012,204999,120000,New York,New York City,Diesel,Individual,Manual,Second Owner,19.09,1396,69,5,Y,East,TATA
236,2003,110000,90000,New York,New York City,Petrol,Individual,Manual,Second Owner,13.2,1495,94,5,Y,East,HYUNDAI
237,2009,150000,100000,New York,New York City,Diesel,Individual,Manual,Fourth & Above Owner,17.7,1399,68,5,Y,East,FORD
238,2016,625000,90000,New York,New York City,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,Y,East,MAHINDRA
239,2017,1300000,50000,New York,New York City,Diesel,Individual,Manual,Second Owner,15.4,1997,120,7,Y,East,MAHINDRA
240,2015,900000,168000,New York,New York City,Diesel,Individual,Manual,First Owner,20.6,1968,141,5,Y,East,SKODA
241,2010,270000,100000,New York,New York City,Diesel,Individual,Manual,Fourth & Above Owner,21.9,1396,90,5,Y,East,HYUNDAI
242,2019,750000,30000,New York,New York City,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,Y,East,HYUNDAI
243,2018,710000,70000,New York,New York City,Diesel,Individual,Manual,First Owner,24,1186,73.97,5,Y,East,HYUNDAI
244,2009,180000,144000,New York,New York City,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,Y,East,MARUTI
245,2016,700000,120000,New York,New York City,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,Y,East,MAHINDRA
246,2012,320000,107825,New York,New York City,Diesel,Individual,Manual,Second Owner,21.9,1396,90,5,Y,East,HYUNDAI
247,2019,1040000,1620,New York,New York City,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6,Y,East,MARUTI
248,2018,600000,70000,New York,New York City,Diesel,Individual,Manual,First Owner,18.49,2179,120,9,Y,East,MAHINDRA
249,2010,200000,90000,New York,New York City,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5,Y,East,MARUTI
250,2011,130000,90000,New York,New York City,Diesel,Individual,Manual,Second Owner,25,1396,69,5,Y,East,TATA
251,2009,280000,120000,New York,New York City,Diesel,Individual,Manual,First Owner,18.1,1493,110,5,Y,East,HYUNDAI
252,2012,415000,108000,New York,New York City,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,Y,East,MARUTI
253,2019,675000,5000,New York,New York City,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,Y,East,MARUTI
254,2007,90000,60000,New York,New York City,Petrol,Individual,Manual,Second Owner,18.2,1061,64,5,Y,East,MARUTI
255,2013,910000,110000,New York,New York City,Diesel,Individual,Manual,Second Owner,12.99,2494,100,7,Y,East,TOYOTA
256,2014,611000,90000,New York,New York City,Diesel,Individual,Manual,Second Owner,14,2523,75,7,Y,East,MAHINDRA
257,2016,400000,68000,New York,New York City,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,Y,East,HONDA
258,2018,811000,100000,New York,New York City,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,Y,East,MARUTI
259,2006,100000,120000,New York,New York City,Diesel,Individual,Manual,Third Owner,16.1,1405,70,5,Y,East,TATA
260,2013,850000,120000,New York,New York City,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,8,Y,East,TOYOTA
261,2012,450000,90165,New York,New York City,Diesel,Dealer,Manual,First Owner,17.8,1399,67,5,Y,East,FORD
262,2010,325000,86017,New York,New York City,Diesel,Dealer,Manual,Second Owner,25.5,1498,99.23,5,Y,East,FORD
263,2017,520000,20000,New York,New York City,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,Y,East,TATA
264,2018,740000,38817,New York,Albany,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,Y,East,MARUTI
265,2016,550000,56494,New York,Albany,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,Y,East,HONDA
266,2019,5150000,20000,New York,Elmira,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,Y,East,LEXUS
267,2019,3800000,20000,New York,Elmira,Diesel,Individual,Automatic,First Owner,18,1969,190,5,Y,East,VOLVO
268,2013,225000,58343,New York,East Meadow,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,Y,East,MARUTI
269,2018,740000,38817,New York,East Meadow,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,Y,East,MARUTI
270,2016,550000,56494,New York,Elmira,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,Y,East,HONDA
271,2013,750000,79328,New York,Elmira,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,Y,East,TOYOTA
272,2019,650000,5621,New York,Elmira,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,Y,East,MARUTI
273,2017,2625000,9000,New York,Elmira,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5,Y,East,JAGUAR
274,2019,5150000,20000,New York,Elmira,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,Y,East,LEXUS
275,2012,130000,110000,New York,Utica,Petrol,Individual,Manual,First Owner,16.2,995,62.1,5,Y,East,CHEVROLET
276,2018,1000000,50000,New York,Utica,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,Y,East,MARUTI
277,2004,55000,90000,New York,Troy,Diesel,Individual,Manual,Third Owner,16.8,1405,62,5,Y,East,TATA
278,2014,330000,23000,New York,Troy,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,Y,East,CHEVROLET
279,2013,166000,50000,New York,Troy,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5,Y,East,MARUTI
280,2013,200000,300000,New York,Troy,Diesel,Individual,Manual,First Owner,14,2498,112,8,Y,East,MAHINDRA
281,2011,140000,50000,New York,Utica,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,Y,East,MARUTI
282,2017,370000,140000,New York,Valley Stream,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,Y,East,MARUTI
283,2019,720000,16000,New York,Troy,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5,Y,East,HYUNDAI
284,2015,500000,126000,New York,Valley Stream,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,Y,East,HYUNDAI
285,2019,570000,15000,New York,Valley Stream,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,Y,East,HYUNDAI
286,2010,210000,200000,New York,Troy,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5,Y,East,MARUTI
287,2009,120000,120000,New York,Valley Stream,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,Y,East,MARUTI
288,2005,95000,120000,New York,Troy,Petrol,Individual,Manual,Fourth & Above Owner,15.3,1341,83,5,Y,East,HYUNDAI
289,2010,196000,110000,New York,Utica,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,5,Y,East,HYUNDAI
290,2016,392000,38000,New York,Utica,Petrol,Individual,Manual,First Owner,15.37,1196,73,5,Y,East,MARUTI
291,2010,150000,104000,New York,Utica,Petrol,Individual,Manual,First Owner,15,1368,90,5,Y,East,TATA
292,2017,595000,120000,New York,Valley Stream,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,7,Y,East,HONDA
293,2018,833000,35000,New York,Utica,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5,Y,East,MARUTI
294,2010,220000,20000,New York,Bethpage,Petrol,Individual,Manual,First Owner,21.1,1197,85.8,5,Y,East,MARUTI
295,2007,229999,120000,New York,Bethpage,Diesel,Individual,Manual,Third Owner,10.5,2609,120,7,Y,East,MAHINDRA
296,2011,260000,120000,New York,Holbrook,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5,Y,East,VOLKSWAGEN
297,2009,130000,80000,New York,Holbrook,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,Y,East,MARUTI
298,2008,150000,120000,New York,Holbrook,Diesel,Individual,Manual,Fourth & Above Owner,11.57,2179,138.1,7,Y,East,TATA
299,2017,455000,60000,New York,Holbrook,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,Y,East,MARUTI
300,2017,570000,30000,New York,Holbrook,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,Y,East,HYUNDAI
301,2013,330000,100000,New York,Holbrook,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5,Y,East,VOLKSWAGEN
302,2017,700000,35000,New York,Ithaca,Diesel,Individual,Manual,First Owner,25.83,1498,99,5,Y,East,FORD
303,2016,651000,42323,New York,Ithaca,Diesel,Dealer,Manual,First Owner,21.19,1396,88.76,5,Y,East,HYUNDAI
304,2013,480000,42462,New York,Ithaca,Petrol,Dealer,Manual,First Owner,16.8,1497,116.3,5,Y,East,HONDA
305,2011,1075000,42545,New York,Ithaca,Diesel,Dealer,Automatic,First Owner,19.62,1998,190,5,Y,East,BMW
306,2015,700000,50000,New York,Deer Park,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,Y,East,MARUTI
307,2014,530000,90000,New York,Dix Hills,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,Y,East,MARUTI
308,2017,869999,70000,New York,Deer Park,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,Y,East,TATA
309,2006,155000,110000,New York,Deer Park,Diesel,Individual,Manual,Fourth & Above Owner,14.9,1991,112.2,5,Y,East,HYUNDAI
310,2019,550000,30000,New York,Deer Park,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83,5,Y,East,TATA
311,2016,600000,80000,New York,Dix Hills,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,Y,East,MARUTI
312,2012,430000,110000,New York,Deer Park,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,Y,East,MARUTI
313,2010,246000,120000,New York,Dix Hills,Diesel,Individual,Manual,First Owner,18.8,1248,90,5,Y,East,TATA
314,2003,120000,120000,New York,Deer Park,Petrol,Individual,Manual,Third Owner,17.3,993,60,5,Y,East,MARUTI
315,2014,565000,70000,New York,Deer Park,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,Y,East,HYUNDAI
316,2018,850000,60000,New York,Deer Park,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5,Y,East,HYUNDAI
317,2006,160000,90000,New York,Dix Hills,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,Y,East,MARUTI
318,2014,325000,142500,New York,Dix Hills,Diesel,Individual,Manual,First Owner,19.5,1248,75,5,Y,East,FIAT
319,2010,600000,100875,New York,North Babylon,Diesel,Individual,Automatic,First Owner,11.79,2179,120,8,Y,East,MAHINDRA
320,2008,105000,128000,New York,North Babylon,Petrol,Individual,Manual,First Owner,0,1086,62,5,Y,East,HYUNDAI
321,2017,325000,120000,New York,North Babylon,Diesel,Individual,Manual,First Owner,27.28,1047,69,5,Y,East,TATA
322,2020,675000,5000,New York,North Babylon,Petrol,Individual,Automatic,First Owner,20.7,1197,81.86,5,Y,East,HYUNDAI
323,2016,749000,25000,New York,Rochester,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,Y,East,HYUNDAI
324,2015,899000,80000,New York,Rochester,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5,Y,East,HYUNDAI
325,2011,290000,88000,New York,Rochester,Diesel,Individual,Manual,Third Owner,16.52,1991,123.7,5,Y,East,CHEVROLET
326,2014,869999,217000,New York,Rochester,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,Y,East,TOYOTA
327,2015,350000,60000,New York,Rochester,Petrol,Individual,Manual,First Owner,20.62,1198,67,7,Y,East,DATSUN
328,2017,500000,43000,New York,Rochester,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,Y,East,MARUTI
329,2014,400000,77000,New York,Rome,Diesel,Individual,Automatic,Second Owner,21.66,1498,103.6,5,Y,East,SKODA
330,2016,260000,30000,New York,Rochester,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,Y,East,RENAULT
331,2015,220000,40000,New York,Rome,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,Y,East,MARUTI
332,2014,190000,139000,New York,Rochester,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8,8,Y,East,CHEVROLET
333,2010,250000,63000,New York,Auburn,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,Y,East,CHEVROLET
334,2017,3200000,45000,New York,Auburn,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5,Y,East,JAGUAR
335,2017,4100000,17000,New York,Auburn,Petrol,Individual,Automatic,First Owner,9.5,3604,280,5,Y,East,JEEP
336,2016,2000000,68089,New York,Binghamton,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,Y,East,TOYOTA
337,2018,925000,23712,New York,Auburn,Diesel,Trustmark Dealer,Manual,First Owner,28.09,1248,88.5,5,Y,East,MARUTI
338,2016,550000,56494,New York,Binghamton,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,Y,East,HONDA
339,2013,750000,79328,New York,Binghamton,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,Y,East,TOYOTA
340,2016,675000,53201,New York,Auburn,Petrol,Trustmark Dealer,Manual,Second Owner,17.8,1497,117.3,5,Y,East,HONDA
341,2017,570000,25272,New York,Auburn,Petrol,Trustmark Dealer,Manual,First Owner,21.01,1197,81.8,5,Y,East,MARUTI
342,2017,700000,50000,New York,White Plains,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,Y,East,MARUTI
343,2012,250000,40000,New York,White Plains,Diesel,Individual,Manual,First Owner,20,1399,68,5,Y,East,FORD
344,2009,140000,96000,New York,White Plains,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5,Y,East,MARUTI
345,2012,250000,117000,New York,Yonkers,Diesel,Individual,Manual,First Owner,14,2498,112,8,Y,East,MAHINDRA
346,2011,210000,110000,New York,Yonkers,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,Y,East,HYUNDAI
347,2014,420000,100000,New York,Yonkers,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,Y,East,HONDA
348,2007,130000,88700,New York,White Plains,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,Y,East,MARUTI
349,2012,320000,70000,New York,Yonkers,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,5,Y,East,NISSAN
350,2010,200000,110000,New York,Yonkers,Petrol,Individual,Manual,Second Owner,17.3,1061,64,5,Y,East,MARUTI
351,2016,310000,15000,New York,Yonkers,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,Y,East,MARUTI
352,2012,200000,80000,New York,Yonkers,Diesel,Individual,Manual,Second Owner,20.8,1461,65,5,Y,East,MAHINDRA
353,2014,350000,50000,New York,White Plains,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,Y,East,MARUTI
354,2004,198000,110000,New York,Ossining,Petrol,Individual,Manual,Third Owner,12.8,1493,100,5,Y,East,HONDA
355,2005,130000,140000,New York,Ossining,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,Y,East,MARUTI
356,2012,540000,100000,New York,Oceanside,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,Y,East,HONDA
357,2017,550000,10000,New York,Oceanside,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,Y,East,HYUNDAI
358,2018,475000,30000,New York,Plainview,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,Y,East,MARUTI
359,2017,2825000,22000,New York,Ossining,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,Y,East,AUDI
360,2020,2125000,5500,New York,Ossining,Diesel,Dealer,Manual,First Owner,26.8,1597,118,5,Y,East,HONDA
361,2016,770000,50000,New York,Albany,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,N,East,MAHINDRA
362,2012,200000,70000,New York,Syracuse,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,N,East,MARUTI
363,2008,100000,70000,New York,Syracuse,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,N,East,MARUTI
364,2014,350000,70000,New York,Smithtown,Diesel,Individual,Manual,Second Owner,24,1120,70,5,N,East,HYUNDAI
365,2014,380000,50000,New York,Smithtown,Petrol,Individual,Manual,Second Owner,18.9,1197,82,5,N,East,HYUNDAI
366,2010,200000,120000,New York,Smithtown,Diesel,Individual,Manual,First Owner,20,1399,68,5,N,East,FORD
367,2018,390000,40000,New York,Smithtown,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,N,East,MARUTI
368,2017,500000,27500,New York,Smithtown,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,N,East,HYUNDAI
369,2012,520000,73000,New York,Smithtown,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,N,East,MARUTI
370,2017,650000,75000,New York,Syracuse,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,N,East,MARUTI
371,2016,925000,22000,New York,Rotterdam,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,N,East,HONDA
372,2016,470000,23700,New York,Rotterdam,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,N,East,MARUTI
373,2017,650000,60000,New York,Rotterdam,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,N,East,MARUTI
374,2015,200000,40000,New York,Rotterdam,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5,N,East,CHEVROLET
375,2017,400000,110000,New York,Rotterdam,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,N,East,MARUTI
376,2014,530000,120000,New York,Depew,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,7,N,East,MAHINDRA
377,2019,625000,12500,New York,Depew,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,N,East,HYUNDAI
378,2016,700000,103000,New York,Depew,Diesel,Individual,Manual,First Owner,16.5,1493,70,7,N,East,MAHINDRA
379,2015,415000,45000,New York,Depew,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5,N,East,HONDA
380,2012,575000,120000,New York,West Babylon,Diesel,Individual,Manual,Second Owner,12.05,2179,120,8,N,East,MAHINDRA
381,2014,415000,146000,New York,West Babylon,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,N,East,TOYOTA
382,2012,350000,30000,New York,West Babylon,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5,N,East,HYUNDAI
383,2017,350000,20000,New York,West Babylon,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,East,HYUNDAI
384,2017,632000,150000,New York,West Islip,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,N,East,TOYOTA
385,2005,70000,188000,New York,West Islip,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,N,East,MARUTI
386,2008,180000,100000,New York,West Babylon,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,N,East,HYUNDAI
387,2016,2900000,31000,New York,Rye,Diesel,Dealer,Automatic,First Owner,13,2143,204,5,N,East,MERCEDES-BENZ
388,2017,1450000,7000,New York,Rye,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,5,N,East,TOYOTA
389,2017,844999,70000,New York,Rye,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5,N,East,MARUTI
390,2016,650000,99000,New York,Rye,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,N,East,SKODA
391,2018,925000,33360,New York,Franklin Square,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5,N,East,FORD
392,2019,1460000,5000,New York,Franklin Square,Diesel,Individual,Manual,First Owner,17.3,1497,121,7,N,East,MAHINDRA
393,2019,2700000,10000,New York,Franklin Square,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,7,N,East,ISUZU
394,2017,830000,35000,New York,Freeport,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,N,East,TATA
395,2019,975000,30000,New York,Freeport,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,N,East,FORD
